 ---
book	text	lemmata
115	pari bhūṣa piba ṛtunā	pari bhūṣ pā ṛtu
115	brāhmaṇāt indra rādhasaḥ	brāhmaṇa indra rādhas
115	pibā somam ṛtūn anu	pā soma ṛtu anu
115	tava it hi sakhyam astṛtam	tvad id hi sakhya astṛta
115	yuvam dakṣam dhṛtavratā	tvad dakṣa dhṛ vrata
115	mitrāvaruṇā dūLabham	mitrāvaruṇa dūḍabha
115	ṛtunā yajñam āśāthe	ṛtu yajña aś
115	draviṇodāḥ draviṇasaḥ	draviṇas dā draviṇas
115	grāvahastāsaḥ adhvare	grāvan hasta adhvara
115	yajñeṣu devam īLate	yajña deva īḍ
115	draviṇodāḥ dadātu naḥ	draviṇas dā dā mad
115	vasūni yāni śṛṇvire	vasu yad śru
115	deveṣu tā vanāmahe	deva tad van
115	draviṇodāḥ pipīṣati	draviṇas dā pipīṣ
115	juhota pra ca tiṣThata	hu pra ca sthā
115	neṣTrāt ṛtubhiḥ iṣyata	neṣṭra ṛtu iṣ
115	yat tvā turīyam ṛtubhiḥ	yat tvad turīya ṛtu
115	draviṇodaḥ yajāmahe	draviṇas dā yaj
115	adha smā naḥ dadiḥ bhava	adha sma mad dadi bhū
115	aśvinā pibatam madhu	aśvin pā madhu
115	dīdyagnī śucivratā	dīdi agni śuci vrata
115	ṛtunā yajñavāhasā	ṛtu yajña vāhas
115	gārhapatyena santya	gārhapatya santya
115	ṛtunā yajñanīḥ asi	ṛtu yajñanī as
115	devān devayate yaja	deva devay yaj
 ---
116	ā tvā vahantu harayaḥ	ā tvad vah hari
116	vṛṣaṇam somapītaye	vṛṣan soma pīti
116	indra tvā sūracakṣasaḥ	indra tvad sūra cakṣas
116	imāḥ dhānāḥ ghṛtasnuvaḥ	idam dhānā ghṛtasnu
116	harī iha upa vakṣataḥ	hari iha upa vah
116	indram sukhatame rathe	indra sukhatama ratha
116	indram prātar havāmahe	indra prātar hvā
116	indram prayati adhvare	indra pre adhvara
116	indram somasya pītaye	indra soma pīti
116	upa naḥ sutam ā gahi	upa mad su ā gam
116	haribhiḥ indra keśibhiḥ	hari indra keśin
116	sute hi tvā havāmahe	su hi tvad hvā
116	sa imam naḥ stomam ā gahi	tad idam mad stoma ā gam
116	upa idam savanam sutam	upa idam savana su
116	gauraḥ na tṛṣitaḥ piba	gaura na tṛṣita pā
116	ime somāsaḥ indavaḥ	idam soma indu
116	sutāsaḥ adhi barhiṣi	su adhi barhis
116	tān indra sahase piba	tad indra sahas pā
116	ayam te stomaḥ agriyaḥ	idam tvad stoma agriya
116	hṛdispṛk astu śaṁtamaḥ	hṛdispṛś as śaṃtama
116	athā somam sutam piba	atha soma su pā
116	viśvam it savanam sutam	viśva id savana su
116	indraḥ madāya gacchati	indra mada gam
116	vṛtrahā somapītaye	vṛtrahan soma pīti
116	sa imam naḥ kāmam ā pṛṇa	tad idam mad kāma ā pṛṇ
116	gobhiḥ aśvaiḥ śatakrato	go aśva śatakratu
116	stavāma tvā svādhyaḥ	stu tvad su ādhī
 ---
117	indrāvaruṇayoḥ aham	indrāvaruṇa mad
117	samrājoḥ avaḥ ā vṛṇe	samrāj avas ā vṛ
117	tā naḥ mṛLātaḥ īdṛśe	tad mad mṛḍ īdṛś
117	gantārā hi sthaḥ avase	gantṛ hi as avas
117	havam viprasya māvataḥ	hava vipra māvat
117	dhartārā carṣaṇīnām	dhartṛ carṣaṇi
117	anukāmam tarpayethām	anukāma tarpay
117	indrāvaruṇā rāyaḥ ā	indrāvaruṇa rai ā
117	tā vām nediṣTham īmahe	tad tvad nediṣṭha ī
117	yuvāku hi śacīnām	yuvāku hi śacī
117	yuvāku sumatīnām	yuvāku sumati
117	bhūyāma vājadāvnām	bhū vāja dāvan
117	indraḥ sahasradāvnām	indra sahasra dāvan
117	varuṇaḥ śaṁsyānām	varuṇa śaṃs
117	kratuḥ bhavati ukthyaḥ	kratu bhū ukthya
117	tayoḥ it avasā vayam	tad id avas mad
117	sanema ni ca dhīmahi	san ni ca dhā
117	syāt uta prarecanam	as uta prarecana
117	indrāvaruṇā vām aham	indrāvaruṇa tvad mad
117	huve citrāya rādhase	hvā citra rādhas
117	asmān su jigyuṣaḥ kṛtam	mad su ji kṛ
117	indrāvaruṇā nū nu vām	indrāvaruṇa nu nu tvad
117	siṣāsantīṣu dhīṣu ā	siṣās dhī ā
117	asmabhyam śarma yacchatam	mad śarman yam
117	pra vām aśnotu suṣTutiḥ	pra tvad aś suṣṭuti
117	indrāvaruṇā yām huve	indrāvaruṇa yad hvā
117	yām ṛdhāthe sadhastutim	yad ṛdh sadhastuti
 ---
118	somānam svaraṇam	soman svaraṇa
118	kṛṇuhi brahmaṇaḥ pate	kṛ brahman pati
118	kakṣīvantam yaḥ auśijaḥ	kakṣīvant yad auśija
118	yaḥ revān yaḥ amīvahā	yad revat yad amīva han
118	vasuvit puṣTivardhanaḥ	vasu vid puṣṭi vardhana
118	sa naḥ siṣaktu yaḥ turaḥ	tad mad sac yad tura
118	mā naḥ śaṁsaḥ araruṣaḥ	mā mad śaṃsa a rā
118	dhūrtiḥ praṇak martyasya	dhūrti praṇaś martya
118	rakṣā naḥ brahmaṇaḥ pate	rakṣ mad brahman pati
118	sa ghā vīraḥ na riṣyati	tad gha vīra na riṣ
118	yam indraḥ brahmaṇaḥ patiḥ	yad indra brahman pati
118	somaḥ hinoti martyam	soma hi martya
118	tvam tam brahmaṇaḥ pate	tvad tad brahman pati
118	somaḥ indraḥ ca martyam	soma indra ca martya
118	dakṣiṇā pātu aṁhasaḥ	dakṣiṇā pā aṃhas
118	sadasaḥ patim adbhutam	sadas pati adbhuta
118	priyam indrasya kāmyam	priya indra kāmya
118	sanim medhām ayāsiṣam	sani medhā yā
118	yasmāt ṛte na sidhyati	yad ṛte na sidh
118	yajñaḥ vipaścitaḥ cana	yajña vipaścit cana
118	sa dhīnām yogam invati	tad dhī yoga inv
118	āt ṛdhnoti haviṣkṛtim	āt ṛdh haviṣkṛti
118	prāñcam kṛṇoti adhvaram	prāñc kṛ adhvara
118	hotrā deveṣu gacchati	hotrā deva gam
118	narāśaṁsam sudhṛṣTamam	narāśaṃsa sudhṛṣṭama
118	apaśyam saprathastamam	paś saprathastama
118	divaḥ na sadmamakhasam	div na sadmamakhas
 ---
119	prati tyam cārum adhvaram	prati tya cāru adhvara
119	gopīthāya pra hūyase	gopītha pra hvā
119	marudbhiḥ agne ā gahi	marut agni ā gam
119	nahi devaḥ na martyaḥ	nahi deva na martya
119	mahaḥ tava kratum paraḥ	mah tvad kratu para
119	marudbhiḥ agne ā gahi	marut agni ā gam
119	ye mahaḥ rajasaḥ viduḥ	yad mah rajas vid
119	viśve devāsaḥ adruhaḥ	viśva deva adruh
119	marudbhiḥ agne ā gahi	marut agni ā gam
119	ye ugrāḥ arkam ānṛcuḥ	yad ugra arka arc
119	anādhṛṣTāsaḥ ojasā	anādhṛṣṭa ojas
119	marudbhiḥ agne ā gahi	marut agni ā gam
119	ye śubhrāḥ ghoravarpasaḥ	yad śubhra ghora varpas
119	sukṣatrāsaḥ riśādasaḥ	su kṣatra riśādas
119	marudbhiḥ agne ā gahi	marut agni ā gam
119	ye nākasya adhi rocane	yad nāka adhi rocana
119	divi devāsaḥ āsate	div deva ās
119	marudbhiḥ agne ā gahi	marut agni ā gam
119	ye īṅkhayanti parvatān	yad īṅkhay parvata
119	tiraḥ samudram arṇavam	tiras samudra arṇava
119	marudbhiḥ agne ā gahi	marut agni ā gam
119	ā ye tanvanti raśmibhiḥ	ā yad tan raśmi
119	tiraḥ samudram ojasā	tiras samudra ojas
119	marudbhiḥ agne ā gahi	marut agni ā gam
119	abhi tvā pūrvapītaye	abhi tvad pūrva pīti
119	sṛjāmi somyam madhu	sṛj somya madhu
119	marudbhiḥ agne ā gahi	marut agni ā gam
 ---
120	ayam devāya janmane	idam deva janman
120	stomaḥ viprebhiḥ āsayā	stoma vipra āsayā
120	akāri ratnadhātamaḥ	kṛ ratna dhātama
120	ye indrāya vacoyujā	yad indra vacas yuj
120	tatakṣuḥ manasā harī	takṣ manas hari
120	śamībhiḥ yajñam āśata	śamī yajña aś
120	takṣan nāsatyābhyām	takṣ nāsatya
120	parijmānam sukham ratham	parijman sukha ratha
120	takṣan dhenum sabardughām	takṣ dhenu sabardugha
120	yuvānā pitarā punar	yuvan pitṛ punar
120	satyamantrāḥ ṛjūyavaḥ	satya mantra ṛjūyu
120	ṛbhavaḥ viṣTī akrata	ṛbhu viṣṭi kṛ
120	sam vaḥ madāsaḥ agmata	sam tvad mada gam
120	indreṇa ca marutvatā	indra ca marutvat
120	ādityebhiḥ ca rājabhiḥ	āditya ca rājan
120	uta tyam camasam navam	uta tya camasa nava
120	tvaṣTuḥ devasya niṣkṛtam	tvaṣṭṛ deva niṣkṛ
120	akarta caturaḥ punar	kṛ catur punar
120	te naḥ ratnāni dhattana	tad mad ratna dhā
120	triḥ ā sāptāni sunvate	tris ā sāpta su
120	ekamekam suśastibhiḥ	eka eka su śasti
120	adhārayanta vahnayaḥ	dhāray vahni
120	abhajanta sukṛtyayā	bhaj su kṛtyā
120	bhāgam deveṣu yajñiyam	bhāga deva yajñiya
 ---
121	iha indrāgnī upa hvaye	iha indra agni upa hvā
121	tayoḥ it stomam uśmasi	tad id stoma vaś
121	tā somam somapātamā	tad soma soma pātama
121	tā yajñeṣu pra śaṁsata	tad yajña pra śaṃs
121	indrāgnī śumbhatā naraḥ	indra agni śubh nṛ
121	tā gāyatreṣu gāyata	tad gāyatra gā
121	tā mitrasya praśastaye	tad mitra praśasti
121	indrāgnī tā havāmahe	indra agni tad hvā
121	somapā somapītaye	soma pā soma pīti
121	ugrā santā havāmahe	ugra as hvā
121	upa idam savanam sutam	upa idam savana su
121	indrāgnī ā iha gacchatām	indra agni ā iha gam
121	tā mahāntā sadaspatī	tad mahat sadaspati
121	indrāgnī rakṣaḥ ubjatam	indra agni rakṣas ubj
121	aprajāḥ santu atriṇaḥ	apraja as atrin
121	tena satyena jāgṛtam	tad satya jāgṛ
121	adhi pracetune pade	adhi pracetuna pada
121	indrāgnī śarma yacchatam	indra agni śarman yam
 ---
122	prātaryujā vi bodhaya	prātar yuj vi bodhay
122	aśvinau ā iha gacchatām	aśvin ā iha gam
122	asya somasya pītaye	idam soma pīti
122	yā surathā rathītamā	yad su ratha rathītama
122	ubhā devā divispṛśā	ubh deva divispṛś
122	aśvinā tā havāmahe	aśvin tad hvā
122	yā vām kaśā madhumatī	yad tvad kaśā madhumat
122	aśvinā sūnṛtāvatī	aśvin sūnṛtāvat
122	tayā yajñam mimikṣatam	tad yajña mikṣ
122	nahi vām asti dūrake	nahi tvad as dūraka
122	yatrā rathena gacchathaḥ	yatra ratha gam
122	aśvinā sominaḥ gṛham	aśvin somin gṛha
122	hiraṇyapāṇim ūtaye	hiraṇya pāṇi ūti
122	savitāram upa hvaye	savitṛ upa hvā
122	sa cettā devatā padam	tad cit devatā pada
122	apām napātam avase	ap napāt av
122	savitāram upa stuhi	savitṛ upa stu
122	tasya vratāni uśmasi	tad vrata vaś
122	vibhaktāram havāmahe	vibhaktṛ hvā
122	vasoḥ citrasya rādhasaḥ	vasu citra rādhas
122	savitāram nṛcakṣasam	savitṛ nṛ cakṣas
122	sakhāyaḥ ā ni sīdata	sakhi ā ni sad
122	savitā stomyaḥ nu naḥ	savitṛ stomya nu mad
122	dātā rādhāṁsi śumbhati	dātṛ rādhas śubh
122	agne patnīḥ iha ā vaha	agni patnī iha ā vah
122	devānām uśatīḥ upa	deva vaś upa
122	tvaṣTāram somapītaye	tvaṣṭṛ soma pīti
122	ā gnāḥ agne iha avase	ā gnā agni iha av
122	hotrām yaviṣTha bhāratīm	hotrā yaviṣṭha bhāratī
122	varūtrīm dhiṣaṇām vaha	varūtṛ dhiṣaṇā vah
122	abhī naḥ devīḥ avasā	abhi mad devī avas
122	mahaḥ śarmaṇā nṛpatnīḥ	mah śarman nṛ patnī
122	acchinnapatrāḥ sacantām	acchinna pattra sac
122	iha indrāṇīm upa hvaye	iha indrāṇī upa hvā
122	varuṇānīm svastaye	varuṇānī svasti
122	agnāyīm somapītaye	agnāyī soma pīti
122	mahī dyauḥ pṛthivī ca naḥ	mahi div pṛthivī ca mad
122	imam yajñam mimikṣatām	idam yajña mikṣ
122	pipṛtām naḥ bharīmabhiḥ	pṛ mad bharīman
122	tayoḥ it ghṛtavat payaḥ	tad id ghṛtavat payas
122	viprāḥ rihanti dhītibhiḥ	vipra rih dhīti
122	gandharvasya dhruve pade	gandharva dhruva pada
122	syonā pṛthivi bhava	syona pṛthivī bhū
122	anṛkṣarā niveśanī	anṛkṣara niveśana
122	yacchā naḥ śarma saprathaḥ	yam mad śarman saprathas
122	ataḥ devāḥ avantu naḥ	atas deva av mad
122	yataḥ viṣṇuḥ vicakrame	yatas viṣṇu vikram
122	pṛthivyāḥ sapta dhāmabhiḥ	pṛthivī saptan dhāman
122	idam viṣṇuḥ vi cakrame	idam viṣṇu vi kram
122	tredhā ni dadhe padam	tredhā ni dhā pada
122	samūLham asya pāṁsure	saṃvah idam pāṃsura
122	trīṇi padā vi cakrame	tri pada vi kram
122	viṣṇuḥ gopāḥ adābhyaḥ	viṣṇu gopā adābhya
122	ataḥ dharmāṇi dhārayan	atas dharma dhāray
122	viṣṇoḥ karmāṇi paśyata	viṣṇu karman paś
122	yataḥ vratāni paspaśe	yatas vrata paś
122	indrasya yujyaḥ sakhā	indra yujya sakhi
122	tat viṣṇoḥ paramam padam	tad viṣṇu parama pada
122	sadā paśyanti sūrayaḥ	sadā paś sūri
122	divi iva cakṣuḥ ātatam	div iva cakṣus ātan
122	tat viprāsaḥ vipanyavaḥ	tad vipra vipanyu
122	jāgṛvāṁsaḥ sam indhate	jāgṛ sam indh
122	viṣṇoḥ yat paramam padam	viṣṇu yad parama pada
 ---
123	tīvrāḥ somāsaḥ ā gahi	tīvra soma ā gam
123	āśīrvantaḥ sutāḥ ime	āśīrvat suta idam
123	vāyo tān prasthitān piba	vāyu tad prasthā pā
123	ubhā devā divispṛśā	ubh deva divispṛś
123	indravāyū havāmahe	indra vāyu hvā
123	asya somasya pītaye	idam soma pīti
123	indravāyū manojuvā	indra vāyu manas jū
123	viprāḥ havante ūtaye	vipra hvā ūti
123	sahasrākṣā dhiyaḥ patī	sahasra akṣa dhī pati
123	mitram vayam havāmahe	mitra mad hvā
123	varuṇam somapītaye	varuṇa soma pīti
123	jajñānā pūtadakṣasā	jan pū dakṣas
123	ṛtena yau ṛtāvṛdhau	ṛta yad ṛtāvṛdh
123	ṛtasya jyotiṣaḥ patī	ṛta jyotis pati
123	tā mitrāvaruṇā huve	tad mitrāvaruṇa hvā
123	varuṇaḥ prāvitā bhuvat	varuṇa prāvitṛ bhū
123	mitraḥ viśvābhiḥ ūtibhiḥ	mitra viśva ūti
123	karatām naḥ surādhasaḥ	kṛ mad surādhas
123	marutvantam havāmahe	marutvat hvā
123	indram ā somapītaye	indra ā soma pīti
123	sajūḥ gaṇena tṛmpatu	sajūs gaṇa tṛp
123	indrajyeṣThāḥ marudgaṇāḥ	indra jyeṣṭha marut gaṇa
123	devāsaḥ pūṣarātayaḥ	deva pūṣarāti
123	viśve mama śrutā havam	viśva mad śru hava
123	hata vṛtram sudānavaḥ	han vṛtra sudānu
123	indreṇa sahasā yujā	indra sahas yuj
123	mā naḥ duḥśaṁsaḥ īśata	mā mad duḥśaṃsa īś
123	viśvān devān havāmahe	viśva deva hvā
123	marutaḥ somapītaye	marut soma pīti
123	ugrāḥ hi pṛśnimātaraḥ	ugra hi pṛśni mātṛ
123	jayatām iva tanyatuḥ	ji iva tanyatu
123	marutām eti dhṛṣṇuyā	marut i dhṛṣṇuyā
123	yat śubham yāthanā naraḥ	yad śubha yā nṛ
123	haskārāt vidyutaḥ pari	haskāra vidyut pari
123	ataḥ jātāḥ avantu naḥ	atas jan av mad
123	marutaḥ mṛLayantu naḥ	marut mṛḍay mad
123	ā pūṣan citrabarhiṣam	ā pūṣan citra barhis
123	āghṛṇe dharuṇam divaḥ	āghṛṇi dharuṇa div
123	ā ajā naṣTam yathā paśum	āj naś yathā paśu
123	pūṣā rājānam āghṛṇiḥ	pūṣan rājan āghṛṇi
123	apagūLham guhā hitam	apaguh guhā dhā
123	avindat citrabarhiṣam	vid citra barhis
123	uta u sa mahyam indubhiḥ	uta u tad mad indu
123	ṣaT yuktān anuseṣidhat	ṣaṣ yuj anuseṣidh
123	gobhiḥ yavam na carkṛṣat	go yava na carkṛṣ
123	ambayaḥ yanti adhvabhiḥ	ambi i adhvan
123	jāmayaḥ adhvarīyatām	jāmi adhvarīy
123	pṛñcatīḥ madhunā payaḥ	pṛc madhu payas
123	amūḥ yāḥ upa sūrye	adas yad upa sūrya
123	yābhiḥ vā sūryaḥ saha	yad vā sūrya saha
123	tāḥ naḥ hinvantu adhvaram	tad mad hi adhvara
123	apaḥ devīḥ upa hvaye	ap devī upa hvā
123	yatra gāvaḥ pibanti naḥ	yatra go pā mad
123	sindhubhyaḥ kartvam haviḥ	sindhu kṛ havis
123	apsu antar amṛtam apsu bheṣajam	ap antar amṛta ap bheṣaja
123	apām uta praśastaye	ap uta praśasti
123	devāḥ bhavata vājinaḥ	deva bhū vājin
123	apsu me somaḥ abravīt	ap mad soma brū
123	antar viśvāni bheṣajā	antar viśva bheṣaja
123	agnim ca viśvaśambhuvam	agni ca viśva śambhu
123	āpaḥ ca viśvabheṣajīḥ	ap ca viśva bheṣaja
123	āpaḥ pṛṇīta bheṣajam	ap pṛ bheṣaja
123	varūtham tanve mama	varūtha tanū mad
123	jyok ca sūryam dṛśe	jyok ca sūrya dṛś
123	idam āpaḥ pra vahata	idam ap pra vah
123	yat kim ca duritam mayi	yad ka ca durita mad
123	yat vā aham abhidudroha	yad vā mad abhidruh
123	yat vā śepe uta anṛtam	yad vā śap uta anṛta
123	āpaḥ adya anu acāriṣam	ap adya anu car
123	rasena sam agasmahi	rasa sam gam
123	payasvān agne ā gahi	payasvat agni ā gam
123	tam mā sam sṛja varcasā	tad mad sam sṛj varcas
123	sam mā agne varcasā sṛja	sam mad agni varcas sṛj
123	sam prajayā sam āyuṣā	sam prajā sam āyus
123	vidyuḥ me asya devāḥ	vid mad idam deva
123	indraḥ vidyāt saha ṛṣibhiḥ	indra vid saha ṛṣi
 ---
124	kasya nūnam katamasya amṛtānām	ka nūnam katama amṛta
124	manāmahe cāru devasya nāma	man cāru deva nāman
124	kaḥ naḥ mahyai aditaye punar dāt	ka mad mahi aditi punar dā
124	pitaram ca dṛśeyam mātaram ca	pitṛ ca dṛś mātṛ ca
124	agneḥ vayam prathamasya amṛtānām	agni mad prathama amṛta
124	manāmahe cāru devasya nāma	man cāru deva nāman
124	sa naḥ mahyai aditaye punar dāt	tad mad mahi aditi punar dā
124	pitaram ca dṛśeyam mātaram ca	pitṛ ca dṛś mātṛ ca
124	abhi tvā deva savitar	abhi tvad deva savitṛ
124	īśānam vāryāṇām	īś vārya
124	sadā avan bhāgam īmahe	sadā av bhāga i
124	yaḥ cit hi te itthā bhagaḥ	yad cit hi tvad itthā bhaga
124	śaśamānaḥ purā nidaḥ	śam purā nid
124	adveṣaḥ hastayoḥ dadhe	a dveṣa hasta dhā
124	bhagabhaktasya te vayam	bhaga bhaj tad mad
124	ut aśema tava avasā	ud aś tvad avas
124	mūrdhānam rāyaḥ ārabhe	mūrdhan rai ārabh
124	nahi te kṣatram na sahaḥ na manyum	nahi tvad kṣatra na sahas na manyu
124	vayaḥ cana amī patayantaḥ āpuḥ	vayas cana adas patay āp
124	na imāḥ āpaḥ animiṣam carantīḥ	na idam ap animiṣa car
124	na ye vātasya praminanti abhvam	na yad vāta pramī abhva
124	abudhne rājā varuṇaḥ vanasya	abudhna rājan varuṇa vana
124	ūrdhvam stūpam dadate pūtadakṣaḥ	ūrdhva stūpa dā pū dakṣa
124	nīcīnāḥ sthuḥ upari budhnaḥ eṣām	nīcīna sthā upari budhna idam
124	asme antar nihitāḥ ketavaḥ syuḥ	mad antar nidhā ketu as
124	urum hi rājā varuṇaḥ cakāra	uru hi rājan varuṇa kṛ
124	sūryāya panthām anvetavai u	sūrya pathin anvi u
124	apade pādā pratidhātave kar	a pad pāda pratidhā kṛ
124	uta apavaktā hṛdayāvidhaḥ cit	uta apavaktṛ hṛdayāvidh cit
124	śatam te rājan bhiṣajaḥ sahasram	śata tvad rājan bhiṣaj sahasra
124	urvī gabhīrā sumatiḥ te astu	uru gabhīra sumati tvad as
124	bādhasva dūre nirṛtim parācaiḥ	bādh dūra nirṛti parācais
124	kṛtam cit enaḥ pra mumugdhi asmat	kṛ cit enas pra muc mad
124	amī ye ṛkṣāḥ nihitāsaḥ uccā	adas yad ṛkṣa nidhā uccā
124	naktam dadṛśre kuha cit divā īyuḥ	nakta dṛś kuha cit divā i
124	adabdhāni varuṇasya vratāni	adabdha varuṇa vrata
124	vicākaśat candramāḥ naktam eti	vicākaś candramas nakta i
124	tat tvā yāmi brahmaṇā vandamānaḥ	tad tvad yā brahman vand
124	tat ā śāste yajamānaḥ havirbhiḥ	tad ā śās yajamāna havis
124	aheLamānaḥ varuṇa iha bodhi	a hīḍ varuṇa iha bhū
124	uruśaṁsa mā naḥ āyuḥ pra moṣīḥ	uru śaṃsa mā mad āyus pra muṣ
124	tat it naktam tat divā mahyam āhuḥ	tad id nakta tad divā mad ah
124	tat ayam ketaḥ hṛdaḥ ā vi caṣTe	tad idam keta hṛd ā vi cakṣ
124	śunaḥśepaḥ yam ahvat gṛbhītaḥ	śunaḥśepa yad hvā grah
124	saḥ asmān rājā varuṇaḥ mumoktu	tad mad rājan varuṇa muc
124	śunaḥśepaḥ hi ahvat gṛbhītaḥ	śunaḥśepa hi hvā grah
124	triṣu ādityam drupadeṣu baddhaḥ	tri āditya dru pada bandh
124	ava enam rājā varuṇaḥ sasṛjyāt	ava enad rājan varuṇa sṛj
124	vidvān adabdhaḥ vi mumoktu pāśān	vid adabdha vi muc pāśa
124	ava te heLaḥ varuṇa namobhiḥ	ava tvad heḍas varuṇa namas
124	ava yajñebhiḥ īmahe havirbhiḥ	ava yajña i havis
124	kṣayan asmabhyam asura pracetaḥ	kṣi mad asura pracetas
124	rājan enāṁsi śiśrathaḥ kṛtāni	rājan enas śrath kṛ
124	ut uttamam varuṇa pāśam asmat	ud uttama varuṇa pāśa mad
124	ava adhamam vi madhyamam śrathāya	ava adhama vi madhyama śrathāy
124	athā vayam āditya vrate tava	atha mad āditya vrata tvad
124	anāgasaḥ aditaye syāma	anāgas aditi as
 ---
125	yat cit hi te viśaḥ yathā	yat cit hi tvad viś yathā
125	pra deva varuṇa vratam	pra deva varuṇa vrata
125	minīmasi dyavidyavi	mī div div
125	mā naḥ vadhāya hatnave	mā mad vadha hatnu
125	jihīLānasya rīradhaḥ	hīḍ radh
125	mā hṛṇānasya manyave	mā hṛ manyu
125	vi mṛLīkāya te manaḥ	vi mṛḍīka tvad manas
125	rathīḥ aśvam na saṁditam	rathī aśva na saṃdo
125	gīrbhiḥ varuṇa sīmahi	gir varuṇa sā
125	parā hi me vimanyavaḥ	parā hi mad vimanyu
125	patanti vasyaiṣTaye	pat vasyas iṣṭi
125	vayaḥ na vasatīḥ upa	vi na vasati upa
125	kadā kṣatraśriyam naram	kadā kṣatra śrī nara
125	ā varuṇam karāmahe	ā varuṇa kṛ
125	mṛLīkāya urucakṣasam	mṛḍīka uru cakṣas
125	tat it samānam āśāte	tad id samāna aś
125	venantā na pra yucchataḥ	ven na pra yu
125	dhṛtavratāya dāśuṣe	dhṛ vrata dāś
125	vedā yaḥ vīnām padam	vid yad vi pada
125	antarikṣeṇa patatām	antarikṣa pat
125	veda nāvaḥ samudriyaḥ	vid nau samudriya
125	veda māsaḥ dhṛtavrataḥ	vid mās dhṛ vrata
125	dvādaśa prajāvataḥ	dvādaśan prajāvat
125	vedā yaḥ upajāyate	vid yad upajan
125	veda vātasya vartanim	vid vāta vartani
125	uroḥ ṛṣvasya bṛhataḥ	uru ṛṣva bṛhat
125	vedā ye adhyāsate	vid yad adhyās
